station_id,station_name,state,latitude,longitude,duration,duration_hours,ari_years,estimate_mm,lower_90_mm,upper_90_mm,confidence_width_mm,lower_difference_mm,upper_difference_mm
01-0063,ADDISON,AL,34.2031,-87.1814,12-hr,12.0,25.0,145.0,121.0,174.0,53.0,24.0,29.0
01-0063,ADDISON,AL,34.2031,-87.1814,12-hr,12.0,50.0,162.0,132.0,197.0,65.0,30.0,35.0
01-0063,ADDISON,AL,34.2031,-87.1814,12-hr,12.0,100.0,179.0,141.0,224.0,83.0,38.0,45.0
01-0063,ADDISON,AL,34.2031,-87.1814,12-hr,12.0,200.0,198.0,149.0,254.0,105.0,49.0,56.0
01-0063,ADDISON,AL,34.2031,-87.1814,12-hr,12.0,500.0,222.0,161.0,295.0,134.0,61.0,73.0
01-0063,ADDISON,AL,34.2031,-87.1814,12-hr,12.0,1000.0,242.0,170.0,325.0,155.0,72.0,83.0
01-0063,ADDISON,AL,34.2031,-87.1814,15-min,0.25,1.0,20.0,17.0,23.0,6.0,3.0,3.0
01-0063,ADDISON,AL,34.2031,-87.1814,15-min,0.25,2.0,22.0,19.0,26.0,7.0,3.0,4.0
01-0063,ADDISON,AL,34.2031,-87.1814,15-min,0.25,5.0,27.0,23.0,32.0,9.0,4.0,5.0
01-0063,ADDISON,AL,34.2031,-87.1814,15-min,0.25,10.0,31.0,27.0,37.0,10.0,4.0,6.0
01-0063,ADDISON,AL,34.2031,-87.1814,15-min,0.25,25.0,38.0,31.0,47.0,16.0,7.0,9.0
01-0063,ADDISON,AL,34.2031,-87.1814,15-min,0.25,50.0,43.0,34.0,54.0,20.0,9.0,11.0
01-0063,ADDISON,AL,34.2031,-87.1814,15-min,0.25,100.0,48.0,37.0,62.0,25.0,11.0,14.0
01-0063,ADDISON,AL,34.2031,-87.1814,15-min,0.25,200.0,54.0,40.0,72.0,32.0,14.0,18.0
01-0063,ADDISON,AL,34.2031,-87.1814,15-min,0.25,500.0,62.0,44.0,85.0,41.0,18.0,23.0
01-0063,ADDISON,AL,34.2031,-87.1814,15-min,0.25,1000.0,69.0,47.0,95.0,48.0,22.0,26.0
01-0063,ADDISON,AL,34.2031,-87.1814,2-day,48.0,1.0,108.0,95.0,123.0,28.0,13.0,15.0
01-0063,ADDISON,AL,34.2031,-87.1814,2-day,48.0,2.0,124.0,109.0,141.0,32.0,15.0,17.0
01-0063,ADDISON,AL,34.2031,-87.1814,2-day,48.0,5.0,150.0,131.0,171.0,40.0,19.0,21.0
01-0063,ADDISON,AL,34.2031,-87.1814,2-day,48.0,10.0,172.0,150.0,197.0,47.0,22.0,25.0
01-0063,ADDISON,AL,34.2031,-87.1814,2-day,48.0,25.0,203.0,172.0,241.0,69.0,31.0,38.0
01-0063,ADDISON,AL,34.2031,-87.1814,2-day,48.0,50.0,228.0,188.0,275.0,87.0,40.0,47.0
01-0063,ADDISON,AL,34.2031,-87.1814,2-day,48.0,100.0,254.0,202.0,313.0,111.0,52.0,59.0
01-0063,ADDISON,AL,34.2031,-87.1814,2-day,48.0,200.0,280.0,215.0,356.0,141.0,65.0,76.0
01-0063,ADDISON,AL,34.2031,-87.1814,2-day,48.0,500.0,315.0,233.0,413.0,180.0,82.0,98.0
01-0063,ADDISON,AL,34.2031,-87.1814,2-day,48.0,1000.0,343.0,247.0,456.0,209.0,96.0,113.0
01-0063,ADDISON,AL,34.2031,-87.1814,2-hr,2.0,1.0,47.0,40.0,54.0,14.0,7.0,7.0
01-0063,ADDISON,AL,34.2031,-87.1814,2-hr,2.0,2.0,53.0,45.0,62.0,17.0,8.0,9.0
01-0063,ADDISON,AL,34.2031,-87.1814,2-hr,2.0,5.0,63.0,54.0,74.0,20.0,9.0,11.0
01-0063,ADDISON,AL,34.2031,-87.1814,2-hr,2.0,10.0,72.0,62.0,86.0,24.0,10.0,14.0
01-0063,ADDISON,AL,34.2031,-87.1814,2-hr,2.0,25.0,86.0,70.0,105.0,35.0,16.0,19.0
01-0063,ADDISON,AL,34.2031,-87.1814,2-hr,2.0,50.0,96.0,77.0,120.0,43.0,19.0,24.0
01-0063,ADDISON,AL,34.2031,-87.1814,2-hr,2.0,100.0,107.0,83.0,137.0,54.0,24.0,30.0
01-0063,ADDISON,AL,34.2031,-87.1814,2-hr,2.0,200.0,119.0,88.0,156.0,68.0,31.0,37.0
01-0063,ADDISON,AL,34.2031,-87.1814,2-hr,2.0,500.0,135.0,95.0,182.0,87.0,40.0,47.0
01-0063,ADDISON,AL,34.2031,-87.1814,2-hr,2.0,1000.0,147.0,101.0,202.0,101.0,46.0,55.0
01-0063,ADDISON,AL,34.2031,-87.1814,20-day,480.0,1.0,232.0,207.0,257.0,50.0,25.0,25.0
01-0063,ADDISON,AL,34.2031,-87.1814,20-day,480.0,2.0,252.0,225.0,280.0,55.0,27.0,28.0
01-0063,ADDISON,AL,34.2031,-87.1814,20-day,480.0,5.0,286.0,254.0,318.0,64.0,32.0,32.0
01-0063,ADDISON,AL,34.2031,-87.1814,20-day,480.0,10.0,313.0,277.0,350.0,73.0,36.0,37.0
01-0063,ADDISON,AL,34.2031,-87.1814,20-day,480.0,25.0,351.0,302.0,403.0,101.0,49.0,52.0
01-0063,ADDISON,AL,34.2031,-87.1814,20-day,480.0,50.0,379.0,320.0,444.0,124.0,59.0,65.0
01-0063,ADDISON,AL,34.2031,-87.1814,20-day,480.0,100.0,408.0,334.0,490.0,156.0,74.0,82.0
01-0063,ADDISON,AL,34.2031,-87.1814,20-day,480.0,200.0,437.0,345.0,540.0,195.0,92.0,103.0
01-0063,ADDISON,AL,34.2031,-87.1814,20-day,480.0,500.0,474.0,362.0,604.0,242.0,112.0,130.0
01-0063,ADDISON,AL,34.2031,-87.1814,20-day,480.0,1000.0,503.0,374.0,653.0,279.0,129.0,150.0
01-0063,ADDISON,AL,34.2031,-87.1814,24-hr,24.0,1.0,93.0,82.0,107.0,25.0,11.0,14.0
01-0063,ADDISON,AL,34.2031,-87.1814,24-hr,24.0,2.0,107.0,93.0,122.0,29.0,14.0,15.0
01-0063,ADDISON,AL,34.2031,-87.1814,24-hr,24.0,5.0,129.0,113.0,148.0,35.0,16.0,19.0
01-0063,ADDISON,AL,34.2031,-87.1814,24-hr,24.0,10.0,148.0,129.0,171.0,42.0,19.0,23.0
01-0063,ADDISON,AL,34.2031,-87.1814,24-hr,24.0,25.0,175.0,147.0,209.0,62.0,28.0,34.0
01-0063,ADDISON,AL,34.2031,-87.1814,24-hr,24.0,50.0,197.0,161.0,238.0,77.0,36.0,41.0
01-0063,ADDISON,AL,34.2031,-87.1814,24-hr,24.0,100.0,218.0,173.0,272.0,99.0,45.0,54.0
01-0063,ADDISON,AL,34.2031,-87.1814,24-hr,24.0,200.0,241.0,183.0,308.0,125.0,58.0,67.0
01-0063,ADDISON,AL,34.2031,-87.1814,24-hr,24.0,500.0,272.0,199.0,358.0,159.0,73.0,86.0
01-0063,ADDISON,AL,34.2031,-87.1814,24-hr,24.0,1000.0,296.0,210.0,395.0,185.0,86.0,99.0
01-0063,ADDISON,AL,34.2031,-87.1814,3-day,72.0,1.0,118.0,104.0,134.0,30.0,14.0,16.0
01-0063,ADDISON,AL,34.2031,-87.1814,3-day,72.0,2.0,134.0,118.0,152.0,34.0,16.0,18.0
01-0063,ADDISON,AL,34.2031,-87.1814,3-day,72.0,5.0,161.0,142.0,183.0,41.0,19.0,22.0
01-0063,ADDISON,AL,34.2031,-87.1814,3-day,72.0,10.0,184.0,161.0,210.0,49.0,23.0,26.0
01-0063,ADDISON,AL,34.2031,-87.1814,3-day,72.0,25.0,217.0,184.0,256.0,72.0,33.0,39.0
01-0063,ADDISON,AL,34.2031,-87.1814,3-day,72.0,50.0,243.0,201.0,291.0,90.0,42.0,48.0
01-0063,ADDISON,AL,34.2031,-87.1814,3-day,72.0,100.0,269.0,216.0,331.0,115.0,53.0,62.0
01-0063,ADDISON,AL,34.2031,-87.1814,3-day,72.0,200.0,297.0,229.0,376.0,147.0,68.0,79.0
01-0063,ADDISON,AL,34.2031,-87.1814,3-day,72.0,500.0,335.0,249.0,437.0,188.0,86.0,102.0
01-0063,ADDISON,AL,34.2031,-87.1814,3-day,72.0,1000.0,365.0,264.0,483.0,219.0,101.0,118.0
01-0063,ADDISON,AL,34.2031,-87.1814,3-hr,3.0,1.0,53.0,46.0,62.0,16.0,7.0,9.0
01-0063,ADDISON,AL,34.2031,-87.1814,3-hr,3.0,2.0,60.0,51.0,70.0,19.0,9.0,10.0
01-0063,ADDISON,AL,34.2031,-87.1814,3-hr,3.0,5.0,71.0,61.0,83.0,22.0,10.0,12.0
01-0063,ADDISON,AL,34.2031,-87.1814,3-hr,3.0,10.0,81.0,69.0,96.0,27.0,12.0,15.0
01-0063,ADDISON,AL,34.2031,-87.1814,3-hr,3.0,25.0,96.0,79.0,116.0,37.0,17.0,20.0
01-0063,ADDISON,AL,34.2031,-87.1814,3-hr,3.0,50.0,107.0,86.0,132.0,46.0,21.0,25.0
01-0063,ADDISON,AL,34.2031,-87.1814,3-hr,3.0,100.0,119.0,92.0,151.0,59.0,27.0,32.0
01-0063,ADDISON,AL,34.2031,-87.1814,3-hr,3.0,200.0,131.0,97.0,171.0,74.0,34.0,40.0
01-0063,ADDISON,AL,34.2031,-87.1814,3-hr,3.0,500.0,148.0,105.0,199.0,94.0,43.0,51.0
01-0063,ADDISON,AL,34.2031,-87.1814,3-hr,3.0,1000.0,161.0,111.0,220.0,109.0,50.0,59.0
01-0063,ADDISON,AL,34.2031,-87.1814,30-day,720.0,1.0,284.0,255.0,314.0,59.0,29.0,30.0
01-0063,ADDISON,AL,34.2031,-87.1814,30-day,720.0,2.0,309.0,276.0,341.0,65.0,33.0,32.0
01-0063,ADDISON,AL,34.2031,-87.1814,30-day,720.0,5.0,348.0,311.0,386.0,75.0,37.0,38.0
01-0063,ADDISON,AL,34.2031,-87.1814,30-day,720.0,10.0,379.0,337.0,423.0,86.0,42.0,44.0
01-0063,ADDISON,AL,34.2031,-87.1814,30-day,720.0,25.0,421.0,363.0,481.0,118.0,58.0,60.0
01-0063,ADDISON,AL,34.2031,-87.1814,30-day,720.0,50.0,452.0,382.0,525.0,143.0,70.0,73.0
01-0063,ADDISON,AL,34.2031,-87.1814,30-day,720.0,100.0,482.0,395.0,574.0,179.0,87.0,92.0
01-0063,ADDISON,AL,34.2031,-87.1814,30-day,720.0,200.0,511.0,404.0,627.0,223.0,107.0,116.0
01-0063,ADDISON,AL,34.2031,-87.1814,30-day,720.0,500.0,547.0,419.0,692.0,273.0,128.0,145.0
01-0063,ADDISON,AL,34.2031,-87.1814,30-day,720.0,1000.0,574.0,430.0,742.0,312.0,144.0,168.0
01-0063,ADDISON,AL,34.2031,-87.1814,30-min,0.5,1.0,28.0,24.0,33.0,9.0,4.0,5.0
01-0063,ADDISON,AL,34.2031,-87.1814,30-min,0.5,2.0,32.0,28.0,38.0,10.0,4.0,6.0
01-0063,ADDISON,AL,34.2031,-87.1814,30-min,0.5,5.0,39.0,33.0,46.0,13.0,6.0,7.0
01-0063,ADDISON,AL,34.2031,-87.1814,30-min,0.5,10.0,45.0,38.0,54.0,16.0,7.0,9.0
01-0063,ADDISON,AL,34.2031,-87.1814,30-min,0.5,25.0,54.0,45.0,67.0,22.0,9.0,13.0
01-0063,ADDISON,AL,34.2031,-87.1814,30-min,0.5,50.0,62.0,49.0,77.0,28.0,13.0,15.0
01-0063,ADDISON,AL,34.2031,-87.1814,30-min,0.5,100.0,69.0,53.0,89.0,36.0,16.0,20.0
01-0063,ADDISON,AL,34.2031,-87.1814,30-min,0.5,200.0,77.0,57.0,103.0,46.0,20.0,26.0
01-0063,ADDISON,AL,34.2031,-87.1814,30-min,0.5,500.0,89.0,62.0,121.0,59.0,27.0,32.0
01-0063,ADDISON,AL,34.2031,-87.1814,30-min,0.5,1000.0,98.0,66.0,135.0,69.0,32.0,37.0
01-0063,ADDISON,AL,34.2031,-87.1814,4-day,96.0,1.0,127.0,112.0,143.0,31.0,15.0,16.0
01-0063,ADDISON,AL,34.2031,-87.1814,4-day,96.0,2.0,143.0,126.0,161.0,35.0,17.0,18.0
01-0063,ADDISON,AL,34.2031,-87.1814,4-day,96.0,5.0,170.0,150.0,193.0,43.0,20.0,23.0
01-0063,ADDISON,AL,34.2031,-87.1814,4-day,96.0,10.0,193.0,169.0,220.0,51.0,24.0,27.0
01-0063,ADDISON,AL,34.2031,-87.1814,4-day,96.0,25.0,226.0,193.0,267.0,74.0,33.0,41.0
01-0063,ADDISON,AL,34.2031,-87.1814,4-day,96.0,50.0,253.0,210.0,302.0,92.0,43.0,49.0
01-0063,ADDISON,AL,34.2031,-87.1814,4-day,96.0,100.0,280.0,226.0,344.0,118.0,54.0,64.0
01-0063,ADDISON,AL,34.2031,-87.1814,4-day,96.0,200.0,309.0,239.0,390.0,151.0,70.0,81.0
01-0063,ADDISON,AL,34.2031,-87.1814,4-day,96.0,500.0,347.0,259.0,452.0,193.0,88.0,105.0
01-0063,ADDISON,AL,34.2031,-87.1814,4-day,96.0,1000.0,378.0,275.0,499.0,224.0,103.0,121.0
01-0063,ADDISON,AL,34.2031,-87.1814,45-day,1080.0,1.0,353.0,318.0,389.0,71.0,35.0,36.0
01-0063,ADDISON,AL,34.2031,-87.1814,45-day,1080.0,2.0,384.0,345.0,423.0,78.0,39.0,39.0
01-0063,ADDISON,AL,34.2031,-87.1814,45-day,1080.0,5.0,432.0,387.0,477.0,90.0,45.0,45.0
01-0063,ADDISON,AL,34.2031,-87.1814,45-day,1080.0,10.0,469.0,419.0,521.0,102.0,50.0,52.0
01-0063,ADDISON,AL,34.2031,-87.1814,45-day,1080.0,25.0,517.0,446.0,586.0,140.0,71.0,69.0
01-0063,ADDISON,AL,34.2031,-87.1814,45-day,1080.0,50.0,551.0,467.0,635.0,168.0,84.0,84.0
01-0063,ADDISON,AL,34.2031,-87.1814,45-day,1080.0,100.0,582.0,479.0,689.0,210.0,103.0,107.0
01-0063,ADDISON,AL,34.2031,-87.1814,45-day,1080.0,200.0,611.0,486.0,745.0,259.0,125.0,134.0
01-0063,ADDISON,AL,34.2031,-87.1814,45-day,1080.0,500.0,646.0,497.0,811.0,314.0,149.0,165.0
01-0063,ADDISON,AL,34.2031,-87.1814,45-day,1080.0,1000.0,669.0,505.0,862.0,357.0,164.0,193.0
01-0063,ADDISON,AL,34.2031,-87.1814,5-min,0.08333333333333333,1.0,11.0,9.0,13.0,4.0,2.0,2.0
01-0063,ADDISON,AL,34.2031,-87.1814,5-min,0.08333333333333333,2.0,13.0,11.0,15.0,4.0,2.0,2.0
01-0063,ADDISON,AL,34.2031,-87.1814,5-min,0.08333333333333333,5.0,15.0,13.0,18.0,5.0,2.0,3.0
01-0063,ADDISON,AL,34.2031,-87.1814,5-min,0.08333333333333333,10.0,18.0,15.0,21.0,6.0,3.0,3.0
01-0063,ADDISON,AL,34.2031,-87.1814,5-min,0.08333333333333333,25.0,21.0,17.0,26.0,9.0,4.0,5.0
01-0063,ADDISON,AL,34.2031,-87.1814,5-min,0.08333333333333333,50.0,24.0,19.0,30.0,11.0,5.0,6.0
01-0063,ADDISON,AL,34.2031,-87.1814,5-min,0.08333333333333333,100.0,27.0,21.0,35.0,14.0,6.0,8.0
01-0063,ADDISON,AL,34.2031,-87.1814,5-min,0.08333333333333333,200.0,30.0,22.0,40.0,18.0,8.0,10.0
01-0063,ADDISON,AL,34.2031,-87.1814,5-min,0.08333333333333333,500.0,35.0,24.0,47.0,23.0,11.0,12.0
01-0063,ADDISON,AL,34.2031,-87.1814,5-min,0.08333333333333333,1000.0,38.0,26.0,53.0,27.0,12.0,15.0
01-0063,ADDISON,AL,34.2031,-87.1814,6-hr,6.0,1.0,65.0,56.0,75.0,19.0,9.0,10.0
01-0063,ADDISON,AL,34.2031,-87.1814,6-hr,6.0,2.0,73.0,64.0,85.0,21.0,9.0,12.0
01-0063,ADDISON,AL,34.2031,-87.1814,6-hr,6.0,5.0,88.0,76.0,102.0,26.0,12.0,14.0
01-0063,ADDISON,AL,34.2031,-87.1814,6-hr,6.0,10.0,100.0,85.0,116.0,31.0,15.0,16.0
01-0063,ADDISON,AL,34.2031,-87.1814,6-hr,6.0,25.0,117.0,97.0,141.0,44.0,20.0,24.0
01-0063,ADDISON,AL,34.2031,-87.1814,6-hr,6.0,50.0,130.0,105.0,160.0,55.0,25.0,30.0
01-0063,ADDISON,AL,34.2031,-87.1814,6-hr,6.0,100.0,144.0,113.0,182.0,69.0,31.0,38.0
01-0063,ADDISON,AL,34.2031,-87.1814,6-hr,6.0,200.0,159.0,118.0,206.0,88.0,41.0,47.0
01-0063,ADDISON,AL,34.2031,-87.1814,6-hr,6.0,500.0,178.0,128.0,238.0,110.0,50.0,60.0
01-0063,ADDISON,AL,34.2031,-87.1814,6-hr,6.0,1000.0,193.0,135.0,262.0,127.0,58.0,69.0
01-0063,ADDISON,AL,34.2031,-87.1814,60-day,1440.0,1.0,415.0,374.0,456.0,82.0,41.0,41.0
01-0063,ADDISON,AL,34.2031,-87.1814,60-day,1440.0,2.0,452.0,407.0,497.0,90.0,45.0,45.0
01-0063,ADDISON,AL,34.2031,-87.1814,60-day,1440.0,5.0,508.0,456.0,560.0,104.0,52.0,52.0
01-0063,ADDISON,AL,34.2031,-87.1814,60-day,1440.0,10.0,551.0,492.0,609.0,117.0,59.0,58.0
01-0063,ADDISON,AL,34.2031,-87.1814,60-day,1440.0,25.0,604.0,521.0,681.0,160.0,83.0,77.0
01-0063,ADDISON,AL,34.2031,-87.1814,60-day,1440.0,50.0,640.0,543.0,735.0,192.0,97.0,95.0
01-0063,ADDISON,AL,34.2031,-87.1814,60-day,1440.0,100.0,672.0,555.0,792.0,237.0,117.0,120.0
01-0063,ADDISON,AL,34.2031,-87.1814,60-day,1440.0,200.0,701.0,559.0,851.0,292.0,142.0,150.0
01-0063,ADDISON,AL,34.2031,-87.1814,60-day,1440.0,500.0,734.0,566.0,917.0,351.0,168.0,183.0
01-0063,ADDISON,AL,34.2031,-87.1814,60-day,1440.0,1000.0,753.0,571.0,967.0,396.0,182.0,214.0
01-0063,ADDISON,AL,34.2031,-87.1814,60-min,1.0,1.0,37.0,32.0,44.0,12.0,5.0,7.0
01-0063,ADDISON,AL,34.2031,-87.1814,60-min,1.0,2.0,42.0,36.0,50.0,14.0,6.0,8.0
01-0063,ADDISON,AL,34.2031,-87.1814,60-min,1.0,5.0,51.0,44.0,61.0,17.0,7.0,10.0
01-0063,ADDISON,AL,34.2031,-87.1814,60-min,1.0,10.0,59.0,50.0,70.0,20.0,9.0,11.0
01-0063,ADDISON,AL,34.2031,-87.1814,60-min,1.0,25.0,70.0,57.0,86.0,29.0,13.0,16.0
01-0063,ADDISON,AL,34.2031,-87.1814,60-min,1.0,50.0,79.0,63.0,99.0,36.0,16.0,20.0
01-0063,ADDISON,AL,34.2031,-87.1814,60-min,1.0,100.0,88.0,68.0,113.0,45.0,20.0,25.0
01-0063,ADDISON,AL,34.2031,-87.1814,60-min,1.0,200.0,98.0,72.0,130.0,58.0,26.0,32.0
01-0063,ADDISON,AL,34.2031,-87.1814,60-min,1.0,500.0,112.0,78.0,152.0,74.0,34.0,40.0
01-0063,ADDISON,AL,34.2031,-87.1814,60-min,1.0,1000.0,122.0,83.0,169.0,86.0,39.0,47.0
01-0063,ADDISON,AL,34.2031,-87.1814,7-day,168.0,1.0,151.0,134.0,169.0,35.0,17.0,18.0
01-0063,ADDISON,AL,34.2031,-87.1814,7-day,168.0,2.0,167.0,148.0,188.0,40.0,19.0,21.0
01-0063,ADDISON,AL,34.2031,-87.1814,7-day,168.0,5.0,195.0,172.0,219.0,47.0,23.0,24.0
01-0063,ADDISON,AL,34.2031,-87.1814,7-day,168.0,10.0,218.0,192.0,247.0,55.0,26.0,29.0
01-0063,ADDISON,AL,34.2031,-87.1814,7-day,168.0,25.0,251.0,215.0,294.0,79.0,36.0,43.0
01-0063,ADDISON,AL,34.2031,-87.1814,7-day,168.0,50.0,278.0,233.0,330.0,97.0,45.0,52.0
01-0063,ADDISON,AL,34.2031,-87.1814,7-day,168.0,100.0,305.0,247.0,372.0,125.0,58.0,67.0
01-0063,ADDISON,AL,34.2031,-87.1814,7-day,168.0,200.0,334.0,260.0,419.0,159.0,74.0,85.0
01-0063,ADDISON,AL,34.2031,-87.1814,7-day,168.0,500.0,373.0,280.0,482.0,202.0,93.0,109.0
01-0063,ADDISON,AL,34.2031,-87.1814,7-day,168.0,1000.0,403.0,296.0,529.0,233.0,107.0,126.0
01-0140,ALBERTA,AL,32.2322,-87.4106,10-day,240.0,1.0,169.0,150.0,191.0,41.0,19.0,22.0
01-0140,ALBERTA,AL,32.2322,-87.4106,10-day,240.0,2.0,190.0,168.0,215.0,47.0,22.0,25.0
01-0140,ALBERTA,AL,32.2322,-87.4106,10-day,240.0,5.0,226.0,199.0,257.0,58.0,27.0,31.0
01-0140,ALBERTA,AL,32.2322,-87.4106,10-day,240.0,10.0,258.0,225.0,294.0,69.0,33.0,36.0
01-0140,ALBERTA,AL,32.2322,-87.4106,10-day,240.0,25.0,305.0,257.0,361.0,104.0,48.0,56.0
01-0140,ALBERTA,AL,32.2322,-87.4106,10-day,240.0,50.0,343.0,282.0,412.0,130.0,61.0,69.0
01-0140,ALBERTA,AL,32.2322,-87.4106,10-day,240.0,100.0,383.0,302.0,472.0,170.0,81.0,89.0
01-0140,ALBERTA,AL,32.2322,-87.4106,10-day,240.0,200.0,426.0,320.0,540.0,220.0,106.0,114.0
01-0140,ALBERTA,AL,32.2322,-87.4106,10-day,240.0,500.0,485.0,349.0,634.0,285.0,136.0,149.0
01-0140,ALBERTA,AL,32.2322,-87.4106,10-day,240.0,1000.0,533.0,371.0,704.0,333.0,162.0,171.0
01-0140,ALBERTA,AL,32.2322,-87.4106,10-min,0.16666666666666666,1.0,17.0,14.0,20.0,6.0,3.0,3.0
01-0140,ALBERTA,AL,32.2322,-87.4106,10-min,0.16666666666666666,2.0,19.0,16.0,23.0,7.0,3.0,4.0
01-0140,ALBERTA,AL,32.2322,-87.4106,10-min,0.16666666666666666,5.0,23.0,19.0,27.0,8.0,4.0,4.0
01-0140,ALBERTA,AL,32.2322,-87.4106,10-min,0.16666666666666666,10.0,26.0,21.0,31.0,10.0,5.0,5.0
01-0140,ALBERTA,AL,32.2322,-87.4106,10-min,0.16666666666666666,25.0,30.0,24.0,36.0,12.0,6.0,6.0
01-0140,ALBERTA,AL,32.2322,-87.4106,10-min,0.16666666666666666,50.0,32.0,25.0,41.0,16.0,7.0,9.0
01-0140,ALBERTA,AL,32.2322,-87.4106,10-min,0.16666666666666666,100.0,35.0,26.0,45.0,19.0,9.0,10.0
01-0140,ALBERTA,AL,32.2322,-87.4106,10-min,0.16666666666666666,200.0,38.0,27.0,50.0,23.0,11.0,12.0
01-0140,ALBERTA,AL,32.2322,-87.4106,10-min,0.16666666666666666,500.0,42.0,28.0,57.0,29.0,14.0,15.0
01-0140,ALBERTA,AL,32.2322,-87.4106,10-min,0.16666666666666666,1000.0,44.0,29.0,62.0,33.0,15.0,18.0
01-0140,ALBERTA,AL,32.2322,-87.4106,12-hr,12.0,1.0,81.0,70.0,94.0,24.0,11.0,13.0
01-0140,ALBERTA,AL,32.2322,-87.4106,12-hr,12.0,2.0,92.0,79.0,107.0,28.0,13.0,15.0
01-0140,ALBERTA,AL,32.2322,-87.4106,12-hr,12.0,5.0,112.0,96.0,131.0,35.0,16.0,19.0
01-0140,ALBERTA,AL,32.2322,-87.4106,12-hr,12.0,10.0,130.0,111.0,153.0,42.0,19.0,23.0
01-0140,ALBERTA,AL,32.2322,-87.4106,12-hr,12.0,25.0,158.0,131.0,195.0,64.0,27.0,37.0
01-0140,ALBERTA,AL,32.2322,-87.4106,12-hr,12.0,50.0,181.0,146.0,226.0,80.0,35.0,45.0
01-0140,ALBERTA,AL,32.2322,-87.4106,12-hr,12.0,100.0,207.0,159.0,264.0,105.0,48.0,57.0
01-0140,ALBERTA,AL,32.2322,-87.4106,12-hr,12.0,200.0,234.0,172.0,307.0,135.0,62.0,73.0
01-0140,ALBERTA,AL,32.2322,-87.4106,12-hr,12.0,500.0,273.0,191.0,368.0,177.0,82.0,95.0
01-0140,ALBERTA,AL,32.2322,-87.4106,12-hr,12.0,1000.0,304.0,206.0,414.0,208.0,98.0,110.0
01-0140,ALBERTA,AL,32.2322,-87.4106,15-min,0.25,1.0,20.0,17.0,24.0,7.0,3.0,4.0
01-0140,ALBERTA,AL,32.2322,-87.4106,15-min,0.25,2.0,23.0,20.0,28.0,8.0,3.0,5.0
01-0140,ALBERTA,AL,32.2322,-87.4106,15-min,0.25,5.0,28.0,23.0,33.0,10.0,5.0,5.0
01-0140,ALBERTA,AL,32.2322,-87.4106,15-min,0.25,10.0,31.0,26.0,37.0,11.0,5.0,6.0
01-0140,ALBERTA,AL,32.2322,-87.4106,15-min,0.25,25.0,36.0,29.0,44.0,15.0,7.0,8.0
01-0140,ALBERTA,AL,32.2322,-87.4106,15-min,0.25,50.0,40.0,31.0,50.0,19.0,9.0,10.0
01-0140,ALBERTA,AL,32.2322,-87.4106,15-min,0.25,100.0,43.0,32.0,55.0,23.0,11.0,12.0
01-0140,ALBERTA,AL,32.2322,-87.4106,15-min,0.25,200.0,47.0,33.0,62.0,29.0,14.0,15.0
01-0140,ALBERTA,AL,32.2322,-87.4106,15-min,0.25,500.0,51.0,35.0,69.0,34.0,16.0,18.0
01-0140,ALBERTA,AL,32.2322,-87.4106,15-min,0.25,1000.0,54.0,36.0,75.0,39.0,18.0,21.0
01-0140,ALBERTA,AL,32.2322,-87.4106,2-day,48.0,1.0,110.0,96.0,127.0,31.0,14.0,17.0
01-0140,ALBERTA,AL,32.2322,-87.4106,2-day,48.0,2.0,127.0,111.0,146.0,35.0,16.0,19.0
01-0140,ALBERTA,AL,32.2322,-87.4106,2-day,48.0,5.0,156.0,135.0,180.0,45.0,21.0,24.0
01-0140,ALBERTA,AL,32.2322,-87.4106,2-day,48.0,10.0,182.0,157.0,211.0,54.0,25.0,29.0
01-0140,ALBERTA,AL,32.2322,-87.4106,2-day,48.0,25.0,222.0,185.0,269.0,84.0,37.0,47.0
01-0140,ALBERTA,AL,32.2322,-87.4106,2-day,48.0,50.0,255.0,207.0,312.0,105.0,48.0,57.0
01-0140,ALBERTA,AL,32.2322,-87.4106,2-day,48.0,100.0,290.0,226.0,365.0,139.0,64.0,75.0
01-0140,ALBERTA,AL,32.2322,-87.4106,2-day,48.0,200.0,328.0,243.0,424.0,181.0,85.0,96.0
01-0140,ALBERTA,AL,32.2322,-87.4106,2-day,48.0,500.0,381.0,270.0,507.0,237.0,111.0,126.0
01-0140,ALBERTA,AL,32.2322,-87.4106,2-day,48.0,1000.0,424.0,291.0,569.0,278.0,133.0,145.0
01-0140,ALBERTA,AL,32.2322,-87.4106,2-hr,2.0,1.0,50.0,42.0,59.0,17.0,8.0,9.0
01-0140,ALBERTA,AL,32.2322,-87.4106,2-hr,2.0,2.0,56.0,48.0,67.0,19.0,8.0,11.0
01-0140,ALBERTA,AL,32.2322,-87.4106,2-hr,2.0,5.0,68.0,58.0,81.0,23.0,10.0,13.0
01-0140,ALBERTA,AL,32.2322,-87.4106,2-hr,2.0,10.0,78.0,65.0,93.0,28.0,13.0,15.0
01-0140,ALBERTA,AL,32.2322,-87.4106,2-hr,2.0,25.0,92.0,74.0,114.0,40.0,18.0,22.0
01-0140,ALBERTA,AL,32.2322,-87.4106,2-hr,2.0,50.0,103.0,81.0,129.0,48.0,22.0,26.0
01-0140,ALBERTA,AL,32.2322,-87.4106,2-hr,2.0,100.0,115.0,87.0,147.0,60.0,28.0,32.0
