station_id,station_name,state,latitude,longitude,duration,duration_hours,ari_years,estimate_mm,lower_90_mm,upper_90_mm,confidence_width_mm,lower_difference_mm,upper_difference_mm
01-8859,WETUMPKA,AL,32.5906,-86.2103,7-day,168.0,100.0,384.0,304.0,476.0,172.0,80.0,92.0
01-8859,WETUMPKA,AL,32.5906,-86.2103,7-day,168.0,200.0,435.0,330.0,555.0,225.0,105.0,120.0
01-8859,WETUMPKA,AL,32.5906,-86.2103,7-day,168.0,500.0,507.0,369.0,666.0,297.0,138.0,159.0
01-8859,WETUMPKA,AL,32.5906,-86.2103,7-day,168.0,1000.0,565.0,399.0,750.0,351.0,166.0,185.0
01-8867,WHATLEY,AL,31.6508,-87.7097,10-day,240.0,1.0,188.0,163.0,215.0,52.0,25.0,27.0
01-8867,WHATLEY,AL,31.6508,-87.7097,10-day,240.0,2.0,210.0,182.0,241.0,59.0,28.0,31.0
01-8867,WHATLEY,AL,31.6508,-87.7097,10-day,240.0,5.0,249.0,214.0,286.0,72.0,35.0,37.0
01-8867,WHATLEY,AL,31.6508,-87.7097,10-day,240.0,10.0,283.0,243.0,328.0,85.0,40.0,45.0
01-8867,WHATLEY,AL,31.6508,-87.7097,10-day,240.0,25.0,335.0,280.0,405.0,125.0,55.0,70.0
01-8867,WHATLEY,AL,31.6508,-87.7097,10-day,240.0,50.0,378.0,307.0,464.0,157.0,71.0,86.0
01-8867,WHATLEY,AL,31.6508,-87.7097,10-day,240.0,100.0,424.0,332.0,534.0,202.0,92.0,110.0
01-8867,WHATLEY,AL,31.6508,-87.7097,10-day,240.0,200.0,473.0,354.0,614.0,260.0,119.0,141.0
01-8867,WHATLEY,AL,31.6508,-87.7097,10-day,240.0,500.0,542.0,389.0,725.0,336.0,153.0,183.0
01-8867,WHATLEY,AL,31.6508,-87.7097,10-day,240.0,1000.0,597.0,416.0,809.0,393.0,181.0,212.0
01-8867,WHATLEY,AL,31.6508,-87.7097,10-min,0.16666666666666666,1.0,20.0,16.0,24.0,8.0,4.0,4.0
01-8867,WHATLEY,AL,31.6508,-87.7097,10-min,0.16666666666666666,2.0,22.0,18.0,27.0,9.0,4.0,5.0
01-8867,WHATLEY,AL,31.6508,-87.7097,10-min,0.16666666666666666,5.0,27.0,22.0,33.0,11.0,5.0,6.0
01-8867,WHATLEY,AL,31.6508,-87.7097,10-min,0.16666666666666666,10.0,30.0,24.0,37.0,13.0,6.0,7.0
01-8867,WHATLEY,AL,31.6508,-87.7097,10-min,0.16666666666666666,25.0,35.0,27.0,44.0,17.0,8.0,9.0
01-8867,WHATLEY,AL,31.6508,-87.7097,10-min,0.16666666666666666,50.0,39.0,29.0,50.0,21.0,10.0,11.0
01-8867,WHATLEY,AL,31.6508,-87.7097,10-min,0.16666666666666666,100.0,42.0,31.0,56.0,25.0,11.0,14.0
01-8867,WHATLEY,AL,31.6508,-87.7097,10-min,0.16666666666666666,200.0,46.0,32.0,62.0,30.0,14.0,16.0
01-8867,WHATLEY,AL,31.6508,-87.7097,10-min,0.16666666666666666,500.0,50.0,34.0,70.0,36.0,16.0,20.0
01-8867,WHATLEY,AL,31.6508,-87.7097,10-min,0.16666666666666666,1000.0,54.0,36.0,77.0,41.0,18.0,23.0
01-8867,WHATLEY,AL,31.6508,-87.7097,12-hr,12.0,1.0,92.0,77.0,109.0,32.0,15.0,17.0
01-8867,WHATLEY,AL,31.6508,-87.7097,12-hr,12.0,2.0,104.0,87.0,124.0,37.0,17.0,20.0
01-8867,WHATLEY,AL,31.6508,-87.7097,12-hr,12.0,5.0,128.0,106.0,152.0,46.0,22.0,24.0
01-8867,WHATLEY,AL,31.6508,-87.7097,12-hr,12.0,10.0,150.0,123.0,179.0,56.0,27.0,29.0
01-8867,WHATLEY,AL,31.6508,-87.7097,12-hr,12.0,25.0,184.0,149.0,233.0,84.0,35.0,49.0
01-8867,WHATLEY,AL,31.6508,-87.7097,12-hr,12.0,50.0,214.0,169.0,274.0,105.0,45.0,60.0
01-8867,WHATLEY,AL,31.6508,-87.7097,12-hr,12.0,100.0,247.0,188.0,324.0,136.0,59.0,77.0
01-8867,WHATLEY,AL,31.6508,-87.7097,12-hr,12.0,200.0,284.0,207.0,382.0,175.0,77.0,98.0
01-8867,WHATLEY,AL,31.6508,-87.7097,12-hr,12.0,500.0,337.0,236.0,467.0,231.0,101.0,130.0
01-8867,WHATLEY,AL,31.6508,-87.7097,12-hr,12.0,1000.0,381.0,257.0,530.0,273.0,124.0,149.0
01-8867,WHATLEY,AL,31.6508,-87.7097,15-min,0.25,1.0,24.0,19.0,29.0,10.0,5.0,5.0
01-8867,WHATLEY,AL,31.6508,-87.7097,15-min,0.25,2.0,27.0,22.0,33.0,11.0,5.0,6.0
01-8867,WHATLEY,AL,31.6508,-87.7097,15-min,0.25,5.0,33.0,26.0,40.0,14.0,7.0,7.0
01-8867,WHATLEY,AL,31.6508,-87.7097,15-min,0.25,10.0,37.0,30.0,45.0,15.0,7.0,8.0
01-8867,WHATLEY,AL,31.6508,-87.7097,15-min,0.25,25.0,43.0,33.0,54.0,21.0,10.0,11.0
01-8867,WHATLEY,AL,31.6508,-87.7097,15-min,0.25,50.0,47.0,36.0,61.0,25.0,11.0,14.0
01-8867,WHATLEY,AL,31.6508,-87.7097,15-min,0.25,100.0,52.0,38.0,68.0,30.0,14.0,16.0
01-8867,WHATLEY,AL,31.6508,-87.7097,15-min,0.25,200.0,56.0,39.0,76.0,37.0,17.0,20.0
01-8867,WHATLEY,AL,31.6508,-87.7097,15-min,0.25,500.0,61.0,42.0,86.0,44.0,19.0,25.0
01-8867,WHATLEY,AL,31.6508,-87.7097,15-min,0.25,1000.0,66.0,43.0,94.0,51.0,23.0,28.0
01-8867,WHATLEY,AL,31.6508,-87.7097,2-day,48.0,1.0,121.0,103.0,142.0,39.0,18.0,21.0
01-8867,WHATLEY,AL,31.6508,-87.7097,2-day,48.0,2.0,141.0,119.0,164.0,45.0,22.0,23.0
01-8867,WHATLEY,AL,31.6508,-87.7097,2-day,48.0,5.0,176.0,148.0,206.0,58.0,28.0,30.0
01-8867,WHATLEY,AL,31.6508,-87.7097,2-day,48.0,10.0,207.0,174.0,244.0,70.0,33.0,37.0
01-8867,WHATLEY,AL,31.6508,-87.7097,2-day,48.0,25.0,255.0,209.0,316.0,107.0,46.0,61.0
01-8867,WHATLEY,AL,31.6508,-87.7097,2-day,48.0,50.0,296.0,235.0,370.0,135.0,61.0,74.0
01-8867,WHATLEY,AL,31.6508,-87.7097,2-day,48.0,100.0,339.0,260.0,435.0,175.0,79.0,96.0
01-8867,WHATLEY,AL,31.6508,-87.7097,2-day,48.0,200.0,385.0,284.0,510.0,226.0,101.0,125.0
01-8867,WHATLEY,AL,31.6508,-87.7097,2-day,48.0,500.0,452.0,319.0,615.0,296.0,133.0,163.0
01-8867,WHATLEY,AL,31.6508,-87.7097,2-day,48.0,1000.0,505.0,346.0,695.0,349.0,159.0,190.0
01-8867,WHATLEY,AL,31.6508,-87.7097,2-hr,2.0,1.0,58.0,47.0,70.0,23.0,11.0,12.0
01-8867,WHATLEY,AL,31.6508,-87.7097,2-hr,2.0,2.0,65.0,53.0,79.0,26.0,12.0,14.0
01-8867,WHATLEY,AL,31.6508,-87.7097,2-hr,2.0,5.0,78.0,63.0,95.0,32.0,15.0,17.0
01-8867,WHATLEY,AL,31.6508,-87.7097,2-hr,2.0,10.0,90.0,73.0,110.0,37.0,17.0,20.0
01-8867,WHATLEY,AL,31.6508,-87.7097,2-hr,2.0,25.0,108.0,85.0,137.0,52.0,23.0,29.0
01-8867,WHATLEY,AL,31.6508,-87.7097,2-hr,2.0,50.0,123.0,94.0,158.0,64.0,29.0,35.0
01-8867,WHATLEY,AL,31.6508,-87.7097,2-hr,2.0,100.0,139.0,103.0,183.0,80.0,36.0,44.0
01-8867,WHATLEY,AL,31.6508,-87.7097,2-hr,2.0,200.0,156.0,111.0,212.0,101.0,45.0,56.0
01-8867,WHATLEY,AL,31.6508,-87.7097,2-hr,2.0,500.0,180.0,123.0,252.0,129.0,57.0,72.0
01-8867,WHATLEY,AL,31.6508,-87.7097,2-hr,2.0,1000.0,200.0,133.0,283.0,150.0,67.0,83.0
01-8867,WHATLEY,AL,31.6508,-87.7097,20-day,480.0,1.0,248.0,217.0,282.0,65.0,31.0,34.0
01-8867,WHATLEY,AL,31.6508,-87.7097,20-day,480.0,2.0,274.0,239.0,312.0,73.0,35.0,38.0
01-8867,WHATLEY,AL,31.6508,-87.7097,20-day,480.0,5.0,316.0,275.0,361.0,86.0,41.0,45.0
01-8867,WHATLEY,AL,31.6508,-87.7097,20-day,480.0,10.0,353.0,305.0,405.0,100.0,48.0,52.0
01-8867,WHATLEY,AL,31.6508,-87.7097,20-day,480.0,25.0,405.0,339.0,482.0,143.0,66.0,77.0
01-8867,WHATLEY,AL,31.6508,-87.7097,20-day,480.0,50.0,446.0,365.0,540.0,175.0,81.0,94.0
01-8867,WHATLEY,AL,31.6508,-87.7097,20-day,480.0,100.0,489.0,385.0,608.0,223.0,104.0,119.0
01-8867,WHATLEY,AL,31.6508,-87.7097,20-day,480.0,200.0,534.0,402.0,684.0,282.0,132.0,150.0
01-8867,WHATLEY,AL,31.6508,-87.7097,20-day,480.0,500.0,595.0,429.0,786.0,357.0,166.0,191.0
01-8867,WHATLEY,AL,31.6508,-87.7097,20-day,480.0,1000.0,642.0,450.0,863.0,413.0,192.0,221.0
01-8867,WHATLEY,AL,31.6508,-87.7097,24-hr,24.0,1.0,106.0,89.0,125.0,36.0,17.0,19.0
01-8867,WHATLEY,AL,31.6508,-87.7097,24-hr,24.0,2.0,123.0,103.0,144.0,41.0,20.0,21.0
01-8867,WHATLEY,AL,31.6508,-87.7097,24-hr,24.0,5.0,152.0,127.0,180.0,53.0,25.0,28.0
01-8867,WHATLEY,AL,31.6508,-87.7097,24-hr,24.0,10.0,179.0,149.0,213.0,64.0,30.0,34.0
01-8867,WHATLEY,AL,31.6508,-87.7097,24-hr,24.0,25.0,221.0,179.0,275.0,96.0,42.0,54.0
01-8867,WHATLEY,AL,31.6508,-87.7097,24-hr,24.0,50.0,256.0,202.0,323.0,121.0,54.0,67.0
01-8867,WHATLEY,AL,31.6508,-87.7097,24-hr,24.0,100.0,293.0,224.0,380.0,156.0,69.0,87.0
01-8867,WHATLEY,AL,31.6508,-87.7097,24-hr,24.0,200.0,335.0,245.0,446.0,201.0,90.0,111.0
01-8867,WHATLEY,AL,31.6508,-87.7097,24-hr,24.0,500.0,393.0,276.0,539.0,263.0,117.0,146.0
01-8867,WHATLEY,AL,31.6508,-87.7097,24-hr,24.0,1000.0,441.0,300.0,610.0,310.0,141.0,169.0
01-8867,WHATLEY,AL,31.6508,-87.7097,3-day,72.0,1.0,132.0,113.0,154.0,41.0,19.0,22.0
01-8867,WHATLEY,AL,31.6508,-87.7097,3-day,72.0,2.0,152.0,129.0,177.0,48.0,23.0,25.0
01-8867,WHATLEY,AL,31.6508,-87.7097,3-day,72.0,5.0,188.0,159.0,219.0,60.0,29.0,31.0
01-8867,WHATLEY,AL,31.6508,-87.7097,3-day,72.0,10.0,221.0,186.0,259.0,73.0,35.0,38.0
01-8867,WHATLEY,AL,31.6508,-87.7097,3-day,72.0,25.0,271.0,223.0,334.0,111.0,48.0,63.0
01-8867,WHATLEY,AL,31.6508,-87.7097,3-day,72.0,50.0,313.0,251.0,391.0,140.0,62.0,78.0
01-8867,WHATLEY,AL,31.6508,-87.7097,3-day,72.0,100.0,359.0,278.0,460.0,182.0,81.0,101.0
01-8867,WHATLEY,AL,31.6508,-87.7097,3-day,72.0,200.0,409.0,303.0,540.0,237.0,106.0,131.0
01-8867,WHATLEY,AL,31.6508,-87.7097,3-day,72.0,500.0,481.0,341.0,652.0,311.0,140.0,171.0
01-8867,WHATLEY,AL,31.6508,-87.7097,3-day,72.0,1000.0,538.0,371.0,737.0,366.0,167.0,199.0
01-8867,WHATLEY,AL,31.6508,-87.7097,3-hr,3.0,1.0,65.0,53.0,78.0,25.0,12.0,13.0
01-8867,WHATLEY,AL,31.6508,-87.7097,3-hr,3.0,2.0,73.0,59.0,87.0,28.0,14.0,14.0
01-8867,WHATLEY,AL,31.6508,-87.7097,3-hr,3.0,5.0,87.0,71.0,105.0,34.0,16.0,18.0
01-8867,WHATLEY,AL,31.6508,-87.7097,3-hr,3.0,10.0,101.0,82.0,122.0,40.0,19.0,21.0
01-8867,WHATLEY,AL,31.6508,-87.7097,3-hr,3.0,25.0,122.0,97.0,157.0,60.0,25.0,35.0
01-8867,WHATLEY,AL,31.6508,-87.7097,3-hr,3.0,50.0,141.0,109.0,182.0,73.0,32.0,41.0
01-8867,WHATLEY,AL,31.6508,-87.7097,3-hr,3.0,100.0,162.0,121.0,214.0,93.0,41.0,52.0
01-8867,WHATLEY,AL,31.6508,-87.7097,3-hr,3.0,200.0,184.0,132.0,251.0,119.0,52.0,67.0
01-8867,WHATLEY,AL,31.6508,-87.7097,3-hr,3.0,500.0,217.0,150.0,305.0,155.0,67.0,88.0
01-8867,WHATLEY,AL,31.6508,-87.7097,3-hr,3.0,1000.0,244.0,163.0,345.0,182.0,81.0,101.0
01-8867,WHATLEY,AL,31.6508,-87.7097,30-day,720.0,1.0,300.0,264.0,340.0,76.0,36.0,40.0
01-8867,WHATLEY,AL,31.6508,-87.7097,30-day,720.0,2.0,329.0,290.0,373.0,83.0,39.0,44.0
01-8867,WHATLEY,AL,31.6508,-87.7097,30-day,720.0,5.0,378.0,331.0,430.0,99.0,47.0,52.0
01-8867,WHATLEY,AL,31.6508,-87.7097,30-day,720.0,10.0,418.0,364.0,478.0,114.0,54.0,60.0
01-8867,WHATLEY,AL,31.6508,-87.7097,30-day,720.0,25.0,474.0,398.0,559.0,161.0,76.0,85.0
01-8867,WHATLEY,AL,31.6508,-87.7097,30-day,720.0,50.0,517.0,424.0,620.0,196.0,93.0,103.0
01-8867,WHATLEY,AL,31.6508,-87.7097,30-day,720.0,100.0,560.0,442.0,691.0,249.0,118.0,131.0
01-8867,WHATLEY,AL,31.6508,-87.7097,30-day,720.0,200.0,604.0,456.0,769.0,313.0,148.0,165.0
01-8867,WHATLEY,AL,31.6508,-87.7097,30-day,720.0,500.0,663.0,480.0,870.0,390.0,183.0,207.0
01-8867,WHATLEY,AL,31.6508,-87.7097,30-day,720.0,1000.0,707.0,497.0,947.0,450.0,210.0,240.0
01-8867,WHATLEY,AL,31.6508,-87.7097,30-min,0.5,1.0,35.0,28.0,43.0,15.0,7.0,8.0
01-8867,WHATLEY,AL,31.6508,-87.7097,30-min,0.5,2.0,40.0,33.0,49.0,16.0,7.0,9.0
01-8867,WHATLEY,AL,31.6508,-87.7097,30-min,0.5,5.0,49.0,39.0,59.0,20.0,10.0,10.0
01-8867,WHATLEY,AL,31.6508,-87.7097,30-min,0.5,10.0,55.0,44.0,68.0,24.0,11.0,13.0
01-8867,WHATLEY,AL,31.6508,-87.7097,30-min,0.5,25.0,64.0,49.0,81.0,32.0,15.0,17.0
01-8867,WHATLEY,AL,31.6508,-87.7097,30-min,0.5,50.0,71.0,53.0,90.0,37.0,18.0,19.0
01-8867,WHATLEY,AL,31.6508,-87.7097,30-min,0.5,100.0,77.0,56.0,101.0,45.0,21.0,24.0
01-8867,WHATLEY,AL,31.6508,-87.7097,30-min,0.5,200.0,84.0,59.0,113.0,54.0,25.0,29.0
01-8867,WHATLEY,AL,31.6508,-87.7097,30-min,0.5,500.0,92.0,62.0,128.0,66.0,30.0,36.0
01-8867,WHATLEY,AL,31.6508,-87.7097,30-min,0.5,1000.0,98.0,65.0,140.0,75.0,33.0,42.0
01-8867,WHATLEY,AL,31.6508,-87.7097,4-day,96.0,1.0,142.0,121.0,164.0,43.0,21.0,22.0
01-8867,WHATLEY,AL,31.6508,-87.7097,4-day,96.0,2.0,161.0,138.0,187.0,49.0,23.0,26.0
01-8867,WHATLEY,AL,31.6508,-87.7097,4-day,96.0,5.0,198.0,168.0,230.0,62.0,30.0,32.0
01-8867,WHATLEY,AL,31.6508,-87.7097,4-day,96.0,10.0,231.0,196.0,270.0,74.0,35.0,39.0
01-8867,WHATLEY,AL,31.6508,-87.7097,4-day,96.0,25.0,282.0,233.0,347.0,114.0,49.0,65.0
01-8867,WHATLEY,AL,31.6508,-87.7097,4-day,96.0,50.0,326.0,262.0,405.0,143.0,64.0,79.0
01-8867,WHATLEY,AL,31.6508,-87.7097,4-day,96.0,100.0,373.0,289.0,476.0,187.0,84.0,103.0
01-8867,WHATLEY,AL,31.6508,-87.7097,4-day,96.0,200.0,424.0,315.0,558.0,243.0,109.0,134.0
01-8867,WHATLEY,AL,31.6508,-87.7097,4-day,96.0,500.0,498.0,355.0,674.0,319.0,143.0,176.0
01-8867,WHATLEY,AL,31.6508,-87.7097,4-day,96.0,1000.0,558.0,385.0,762.0,377.0,173.0,204.0
01-8867,WHATLEY,AL,31.6508,-87.7097,45-day,1080.0,1.0,367.0,325.0,413.0,88.0,42.0,46.0
01-8867,WHATLEY,AL,31.6508,-87.7097,45-day,1080.0,2.0,404.0,357.0,456.0,99.0,47.0,52.0
01-8867,WHATLEY,AL,31.6508,-87.7097,45-day,1080.0,5.0,463.0,408.0,525.0,117.0,55.0,62.0
01-8867,WHATLEY,AL,31.6508,-87.7097,45-day,1080.0,10.0,512.0,448.0,582.0,134.0,64.0,70.0
01-8867,WHATLEY,AL,31.6508,-87.7097,45-day,1080.0,25.0,576.0,486.0,674.0,188.0,90.0,98.0
01-8867,WHATLEY,AL,31.6508,-87.7097,45-day,1080.0,50.0,625.0,514.0,744.0,230.0,111.0,119.0
01-8867,WHATLEY,AL,31.6508,-87.7097,45-day,1080.0,100.0,672.0,533.0,823.0,290.0,139.0,151.0
01-8867,WHATLEY,AL,31.6508,-87.7097,45-day,1080.0,200.0,719.0,544.0,908.0,364.0,175.0,189.0
01-8867,WHATLEY,AL,31.6508,-87.7097,45-day,1080.0,500.0,778.0,565.0,1015.0,450.0,213.0,237.0
01-8867,WHATLEY,AL,31.6508,-87.7097,45-day,1080.0,1000.0,822.0,581.0,1096.0,515.0,241.0,274.0
01-8867,WHATLEY,AL,31.6508,-87.7097,5-min,0.08333333333333333,1.0,13.0,11.0,16.0,5.0,2.0,3.0
01-8867,WHATLEY,AL,31.6508,-87.7097,5-min,0.08333333333333333,2.0,15.0,12.0,19.0,7.0,3.0,4.0
01-8867,WHATLEY,AL,31.6508,-87.7097,5-min,0.08333333333333333,5.0,18.0,15.0,22.0,7.0,3.0,4.0
01-8867,WHATLEY,AL,31.6508,-87.7097,5-min,0.08333333333333333,10.0,21.0,17.0,25.0,8.0,4.0,4.0
01-8867,WHATLEY,AL,31.6508,-87.7097,5-min,0.08333333333333333,25.0,24.0,19.0,30.0,11.0,5.0,6.0
01-8867,WHATLEY,AL,31.6508,-87.7097,5-min,0.08333333333333333,50.0,26.0,20.0,34.0,14.0,6.0,8.0
01-8867,WHATLEY,AL,31.6508,-87.7097,5-min,0.08333333333333333,100.0,29.0,21.0,38.0,17.0,8.0,9.0
01-8867,WHATLEY,AL,31.6508,-87.7097,5-min,0.08333333333333333,200.0,31.0,22.0,42.0,20.0,9.0,11.0
01-8867,WHATLEY,AL,31.6508,-87.7097,5-min,0.08333333333333333,500.0,34.0,23.0,48.0,25.0,11.0,14.0
01-8867,WHATLEY,AL,31.6508,-87.7097,5-min,0.08333333333333333,1000.0,37.0,24.0,52.0,28.0,13.0,15.0
01-8867,WHATLEY,AL,31.6508,-87.7097,6-hr,6.0,1.0,78.0,64.0,93.0,29.0,14.0,15.0
01-8867,WHATLEY,AL,31.6508,-87.7097,6-hr,6.0,2.0,87.0,72.0,104.0,32.0,15.0,17.0
01-8867,WHATLEY,AL,31.6508,-87.7097,6-hr,6.0,5.0,105.0,86.0,126.0,40.0,19.0,21.0
01-8867,WHATLEY,AL,31.6508,-87.7097,6-hr,6.0,10.0,123.0,100.0,148.0,48.0,23.0,25.0
01-8867,WHATLEY,AL,31.6508,-87.7097,6-hr,6.0,25.0,151.0,121.0,193.0,72.0,30.0,42.0
01-8867,WHATLEY,AL,31.6508,-87.7097,6-hr,6.0,50.0,176.0,137.0,227.0,90.0,39.0,51.0
01-8867,WHATLEY,AL,31.6508,-87.7097,6-hr,6.0,100.0,204.0,154.0,269.0,115.0,50.0,65.0
01-8867,WHATLEY,AL,31.6508,-87.7097,6-hr,6.0,200.0,235.0,170.0,319.0,149.0,65.0,84.0
01-8867,WHATLEY,AL,31.6508,-87.7097,6-hr,6.0,500.0,280.0,195.0,391.0,196.0,85.0,111.0
01-8867,WHATLEY,AL,31.6508,-87.7097,6-hr,6.0,1000.0,318.0,214.0,446.0,232.0,104.0,128.0
01-8867,WHATLEY,AL,31.6508,-87.7097,60-day,1440.0,1.0,425.0,378.0,478.0,100.0,47.0,53.0
01-8867,WHATLEY,AL,31.6508,-87.7097,60-day,1440.0,2.0,470.0,418.0,529.0,111.0,52.0,59.0
01-8867,WHATLEY,AL,31.6508,-87.7097,60-day,1440.0,5.0,542.0,480.0,612.0,132.0,62.0,70.0
01-8867,WHATLEY,AL,31.6508,-87.7097,60-day,1440.0,10.0,599.0,527.0,680.0,153.0,72.0,81.0
01-8867,WHATLEY,AL,31.6508,-87.7097,60-day,1440.0,25.0,675.0,570.0,786.0,216.0,105.0,111.0
01-8867,WHATLEY,AL,31.6508,-87.7097,60-day,1440.0,50.0,730.0,602.0,866.0,264.0,128.0,136.0
01-8867,WHATLEY,AL,31.6508,-87.7097,60-day,1440.0,100.0,783.0,622.0,955.0,333.0,161.0,172.0
01-8867,WHATLEY,AL,31.6508,-87.7097,60-day,1440.0,200.0,834.0,633.0,1050.0,417.0,201.0,216.0
01-8867,WHATLEY,AL,31.6508,-87.7097,60-day,1440.0,500.0,899.0,654.0,1167.0,513.0,245.0,268.0
01-8867,WHATLEY,AL,31.6508,-87.7097,60-day,1440.0,1000.0,944.0,669.0,1256.0,587.0,275.0,312.0
01-8867,WHATLEY,AL,31.6508,-87.7097,60-min,1.0,1.0,47.0,38.0,57.0,19.0,9.0,10.0
01-8867,WHATLEY,AL,31.6508,-87.7097,60-min,1.0,2.0,53.0,43.0,64.0,21.0,10.0,11.0
01-8867,WHATLEY,AL,31.6508,-87.7097,60-min,1.0,5.0,63.0,51.0,77.0,26.0,12.0,14.0
01-8867,WHATLEY,AL,31.6508,-87.7097,60-min,1.0,10.0,73.0,58.0,89.0,31.0,15.0,16.0
01-8867,WHATLEY,AL,31.6508,-87.7097,60-min,1.0,25.0,86.0,67.0,109.0,42.0,19.0,23.0
01-8867,WHATLEY,AL,31.6508,-87.7097,60-min,1.0,50.0,97.0,73.0,125.0,52.0,24.0,28.0
01-8867,WHATLEY,AL,31.6508,-87.7097,60-min,1.0,100.0,108.0,79.0,143.0,64.0,29.0,35.0
01-8867,WHATLEY,AL,31.6508,-87.7097,60-min,1.0,200.0,120.0,84.0,163.0,79.0,36.0,43.0
01-8867,WHATLEY,AL,31.6508,-87.7097,60-min,1.0,500.0,136.0,92.0,191.0,99.0,44.0,55.0
01-8867,WHATLEY,AL,31.6508,-87.7097,60-min,1.0,1000.0,149.0,98.0,212.0,114.0,51.0,63.0
01-8867,WHATLEY,AL,31.6508,-87.7097,7-day,168.0,1.0,166.0,143.0,191.0,48.0,23.0,25.0
01-8867,WHATLEY,AL,31.6508,-87.7097,7-day,168.0,2.0,187.0,161.0,215.0,54.0,26.0,28.0
01-8867,WHATLEY,AL,31.6508,-87.7097,7-day,168.0,5.0,225.0,193.0,260.0,67.0,32.0,35.0
01-8867,WHATLEY,AL,31.6508,-87.7097,7-day,168.0,10.0,259.0,221.0,301.0,80.0,38.0,42.0
01-8867,WHATLEY,AL,31.6508,-87.7097,7-day,168.0,25.0,311.0,259.0,379.0,120.0,52.0,68.0
01-8867,WHATLEY,AL,31.6508,-87.7097,7-day,168.0,50.0,355.0,287.0,438.0,151.0,68.0,83.0
01-8867,WHATLEY,AL,31.6508,-87.7097,7-day,168.0,100.0,402.0,313.0,509.0,196.0,89.0,107.0
01-8867,WHATLEY,AL,31.6508,-87.7097,7-day,168.0,200.0,453.0,338.0,591.0,253.0,115.0,138.0
01-8867,WHATLEY,AL,31.6508,-87.7097,7-day,168.0,500.0,525.0,376.0,706.0,330.0,149.0,181.0
01-8867,WHATLEY,AL,31.6508,-87.7097,7-day,168.0,1000.0,584.0,405.0,793.0,388.0,179.0,209.0
01-8925,WHITFIELD LOCK 3,AL,32.2833,-88.0167,10-day,240.0,1.0,173.0,150.0,199.0,49.0,23.0,26.0
01-8925,WHITFIELD LOCK 3,AL,32.2833,-88.0167,10-day,240.0,2.0,194.0,167.0,223.0,56.0,27.0,29.0
01-8925,WHITFIELD LOCK 3,AL,32.2833,-88.0167,10-day,240.0,5.0,229.0,197.0,264.0,67.0,32.0,35.0
01-8925,WHITFIELD LOCK 3,AL,32.2833,-88.0167,10-day,240.0,10.0,258.0,221.0,299.0,78.0,37.0,41.0
01-8925,WHITFIELD LOCK 3,AL,32.2833,-88.0167,10-day,240.0,25.0,301.0,251.0,356.0,105.0,50.0,55.0
01-8925,WHITFIELD LOCK 3,AL,32.2833,-88.0167,10-day,240.0,50.0,335.0,274.0,400.0,126.0,61.0,65.0
01-8925,WHITFIELD LOCK 3,AL,32.2833,-88.0167,10-day,240.0,100.0,369.0,295.0,449.0,154.0,74.0,80.0
01-8925,WHITFIELD LOCK 3,AL,32.2833,-88.0167,10-day,240.0,200.0,406.0,313.0,503.0,190.0,93.0,97.0
01-8925,WHITFIELD LOCK 3,AL,32.2833,-88.0167,10-day,240.0,500.0,456.0,340.0,575.0,235.0,116.0,119.0
01-8925,WHITFIELD LOCK 3,AL,32.2833,-88.0167,10-day,240.0,1000.0,494.0,361.0,630.0,269.0,133.0,136.0
01-8925,WHITFIELD LOCK 3,AL,32.2833,-88.0167,10-min,0.16666666666666666,1.0,17.0,14.0,21.0,7.0,3.0,4.0
01-8925,WHITFIELD LOCK 3,AL,32.2833,-88.0167,10-min,0.16666666666666666,2.0,19.0,16.0,24.0,8.0,3.0,5.0
01-8925,WHITFIELD LOCK 3,AL,32.2833,-88.0167,10-min,0.16666666666666666,5.0,23.0,19.0,28.0,9.0,4.0,5.0
01-8925,WHITFIELD LOCK 3,AL,32.2833,-88.0167,10-min,0.16666666666666666,10.0,26.0,21.0,32.0,11.0,5.0,6.0
01-8925,WHITFIELD LOCK 3,AL,32.2833,-88.0167,10-min,0.16666666666666666,25.0,30.0,24.0,38.0,14.0,6.0,8.0
01-8925,WHITFIELD LOCK 3,AL,32.2833,-88.0167,10-min,0.16666666666666666,50.0,33.0,26.0,42.0,16.0,7.0,9.0
01-8925,WHITFIELD LOCK 3,AL,32.2833,-88.0167,10-min,0.16666666666666666,100.0,36.0,27.0,46.0,19.0,9.0,10.0
01-8925,WHITFIELD LOCK 3,AL,32.2833,-88.0167,10-min,0.16666666666666666,200.0,39.0,29.0,51.0,22.0,10.0,12.0
01-8925,WHITFIELD LOCK 3,AL,32.2833,-88.0167,10-min,0.16666666666666666,500.0,43.0,31.0,57.0,26.0,12.0,14.0
01-8925,WHITFIELD LOCK 3,AL,32.2833,-88.0167,10-min,0.16666666666666666,1000.0,46.0,32.0,62.0,30.0,14.0,16.0
01-8925,WHITFIELD LOCK 3,AL,32.2833,-88.0167,12-hr,12.0,1.0,80.0,67.0,96.0,29.0,13.0,16.0
01-8925,WHITFIELD LOCK 3,AL,32.2833,-88.0167,12-hr,12.0,2.0,92.0,76.0,109.0,33.0,16.0,17.0
01-8925,WHITFIELD LOCK 3,AL,32.2833,-88.0167,12-hr,12.0,5.0,111.0,93.0,132.0,39.0,18.0,21.0
