huc12_a,huc12_b
060300050701,060300050804
060300050701,060300050703
060300050702,060300050703
060300050702,060300050802
060300050703,060300050805
060300050703,060300050808
060300050703,060300050804
060300050703,060300050802
060300050703,060300050803
060300050801,060300050802
060300050801,060300050803
060300050802,060300050803
060300050803,060300050808
060300050804,060300060201
060300050804,060300060202
060300050804,060300060203
060300050804,060300050807
060300050804,060300050805
060300050805,060300050807
060300050805,060300050808
060300050806,060300050808
060300050806,060300051002
060300050807,060300060203
060300050807,060300050808
060300050807,060300051002
060300050807,060300060301
060300050807,060300060305
060300050808,060300051002
060300050901,060300051004
060300050901,060300051202
060300050901,060300050902
060300050901,060300051203
060300050902,060300051004
060300050902,060300051003
060300051001,060300051002
060300051001,060300051004
060300051001,060300051003
060300051002,060300060305
060300051002,060300060307
060300051002,060300051004
060300051003,060300051004
060300051004,060300060307
060300051004,060300051202
060300051202,060300060307
060300051202,060300051203
060300060101,060300060103
060300060101,060300060102
060300060101,060300060201
060300060101,060300060205
060300060102,060300060103
060300060103,060300060104
060300060103,060300060205
060300060104,060300060105
060300060104,060300060206
060300060104,060300060205
060300060105,060300060206
060300060105,060300060106
060300060105,060300060207
060300060106,060300060207
060300060106,060300060304
060300060106,060300060302
060300060201,060300060205
060300060201,060300060202
060300060202,060300060205
060300060202,060300060203
060300060203,060300060206
060300060203,060300060204
060300060203,060300060205
060300060203,060300060301
060300060204,060300060206
060300060204,060300060207
060300060204,060300060301
060300060205,060300060206
060300060206,060300060207
060300060207,060300060301
060300060207,060300060304
060300060301,060300060304
060300060301,060300060305
060300060302,060300060304
060300060302,060300060303
060300060303,060300060304
060300060303,060300060306
060300060304,060300060305
060300060304,060300060306
060300060305,060300060306
060300060305,060300060307
060300060306,060300060307
